id,name,city,latitude,longitude,address
bus_stop3158,"Verona ""Questura""",Trento,46.047816,11.130988,"Verona / ""Questura"", Viale Verona, San Bartolomeo, Oltrefersina, Villazzano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38128, Italia"
bus_stop3159,Verona Einaudi,Trento,46.052915,11.12968,"Verona / Einaudi, Viale Verona, San Bartolomeo, Oltrefersina, Villazzano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38128, Italia"
bus_stop3160,Verona Einaudi,Trento,46.052747,11.129877,"Verona / Einaudi, Viale Verona, San Bartolomeo, Oltrefersina, Villazzano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38128, Italia"
bus_stop3161,"Verona ""Questura""",Trento,46.048049,11.13124,"Viale Verona, San Bartolomeo, Oltrefersina, Villazzano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38128, Italia"
bus_stop3162,"3 Nov. ""Ponte Cavalleggeri""",Trento,46.059292,11.126667,"Via Benedetto Gentilotti, Bolghera, San Giuseppe, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38122, Italia"
bus_stop3163,Vigo Meano Rio Papa,Trento,46.133302,11.132595,"Via del Rio Papa, Nuova Gazzadina, Vigo Meano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38015, Italia"
bus_stop3164,Vigo Meano Rio Papa,Trento,46.133567,11.132448,"Via del Rio Papa, Nuova Gazzadina, Vigo Meano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38015, Italia"
bus_stop3165,Vigo Meano Piazza Stainer,Trento,46.131627,11.134221,"Via Santi Pietro e Paolo, Gazzadina, Vigo Meano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38015, Italia"
bus_stop3166,Vigo Meano Piazza Stainer,Trento,46.132011,11.134079,"Piazza Stainer, Piazza Aldo Stainer, Gazzadina, Vigo Meano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38121, Italia"
bus_stop3167,Gazzadina Al Molar,Trento,46.130605,11.130763,"Gazzadina / al molar, Via del Rio Papa, Gazzadina, Vigo Meano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38015, Italia"
bus_stop3168,Gazzadina Al Molar,Trento,46.130546,11.130626,"Gazzadina / al molar, Via del Rio Papa, Gazzadina, Vigo Meano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38015, Italia"
bus_stop3169,Villazzano Villa Belfonte,Trento,46.043516,11.149662,"Villazzano / Villa Belfonte, Via Marzola, Grotta di Villazzano, Villazzano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38128, Italia"
bus_stop3170,Villazzano Villa Belfonte,Trento,46.043655,11.149735,"Via Marzola, Grotta di Villazzano, Villazzano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38128, Italia"
bus_stop3171,"Villazzano ""Villa Tambosi""",Trento,46.043856,11.140563,"Villazzano / ""Villa Tambosi"", Via Antonio Tambosi, Negrano, Villazzano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38128, Italia"
bus_stop3172,"Villazzano ""Villa Tambosi""",Trento,46.043868,11.140227,"Villazzano / ""Villa Tambosi"", Via Antonio Tambosi, Negrano, Villazzano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38128, Italia"
