id,name,city,latitude,longitude,address
bus_stop1112,Trento Piazza Vicenza,Trento,46.062178,11.132901,"Sciandra Salone Unisex, 26, Piazza Vicenza, Bolghera, Oltrefersina, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38122, Italia"
bus_stop1113,Cernidor,Trento,46.047893,11.137539,"Asiago / San Bartolameo, Via Asiago, Man SantAntonio, Oltrefersina, Villazzano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38128, Italia"
bus_stop1114,S.Rocco,Trento,46.035389,11.145806,"Agritur Maso San Rocco, 86, Via Galassa, Grotta di Villazzano, Villazzano, San Rocco, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38123, Italia"
bus_stop1115,S.Rocco-Maso,Trento,46.026388,11.145845,"Via Pianizza, Villazzano, San Rocco, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38123, Italia"
bus_stop1116,Pianizza,Trento,46.017145,11.144854,"La Roccia, 4, Via Pianizza, Villazzano, San Rocco, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38123, Italia"
bus_stop1117,Valsorda,Trento,46.007837,11.156881,"Via di Valsorda, Valsorda, Mattarello, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38123, Italia"
bus_stop1118,"Valsorda ""Loc. Brusafer""",Trento,46.006315,11.16359,"Strada della Fricca, Brusafèr, Mattarello, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38123, Italia"
bus_stop1119,V.Vattaro Loc.Ca De Ronc,Vigolo Vattaro,46.006519,11.170405,"Viale Trento, Maso Pegoretti, Vigolo Vattaro, Altopiano della Vigolana, Comunita Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38049, Italia"
bus_stop1120,V.Vattaro-Difr.Civ.10B,Vigolo Vattaro,46.005904,11.19084,"Viale Trento, Maso Pegoretti, Vigolo Vattaro, Altopiano della Vigolana, Comunita Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38049, Italia"
bus_stop1121,Vigolo Vattaro,Vigolo Vattaro,46.003943,11.195916,"Vigolo Vattaro, Altopiano della Vigolana, Comunita Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38049, Italia"
bus_stop1122,Bosentino-Loc.Mandola,Bosentino,46.000373,11.216258,"Localita Mandola, Localita Saletti, Bosentino, Altopiano della Vigolana, Comunita Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38049, Italia"
bus_stop1123,Bosentino,Bosentino,46.001471,11.223212,"Via Don Clemente Deflorian, Localita Saletti, Bosentino, Altopiano della Vigolana, Comunita Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38049, Italia"
bus_stop1124,Bosentino-Loc.Mandola,Bosentino,46.000566,11.216059,"Strada Provinciale del Lago di Caldonazzo, Localita Saletti, Bosentino, Altopiano della Vigolana, Comunita Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38049, Italia"
bus_stop1125,V.Vattaro-Stab.Chindet,Vigolo Vattaro,45.999035,11.205421,"CRM Altopiano della Vigolana - Chiuso, 37/a, Via della Fricca, Vigolo Vattaro, Altopiano della Vigolana, Comunita Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38049, Italia"
